,num,link
47,47,/ru.ru/word/418/devochka/0/?q=%D0%B4%D0%B5%D0%B2%D0%BE%D1%87%D0%BA%D0%B0
48,48,/ru.ru/word/1880/den-rozhdeniia/0/?q=%D0%B4%D0%B5%D0%BD%D1%8C+%D1%80%D0%BE%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F
49,49,/ru.ru/word/4671/derevo/0/?q=%D0%B4%D0%B5%D1%80%D0%B5%D0%B2%D0%BE
50,50,/ru.ru/word/962/dzhem/0/?q=%D0%B4%D0%B6%D0%B5%D0%BC
51,51,/ru.ru/word/7905/dinozavr/0/?q=%D0%B4%D0%B8%D0%BD%D0%BE%D0%B7%D0%B0%D0%B2%D1%80
52,52,/ru.ru/word/3897/diskoteka/0/?q=%D0%B4%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0
53,53,/ru.ru/word/590/dom/0/?q=%D0%B4%D0%BE%D0%BC
54,54,/ru.ru/word/6778/dom/0/?q=%D0%B4%D0%BE%D0%BC
55,55,/ru.ru/word/10984/domashnee-zhivotnoe/0/?q=%D0%B4%D0%BE%D0%BC%D0%B0%D1%88%D0%BD%D0%B5%D0%B5+%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D0%BE%D0%B5
56,56,/ru.ru/word/6780/domashnee-zadanie/0/?q=%D0%B4%D0%BE%D0%BC%D0%B0%D1%88%D0%BD%D0%B5%D0%B5+%D0%B7%D0%B0%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5
57,57,/ru.ru/word/419/drug/0/?q=%D0%B4%D1%80%D1%83%D0%B3
58,58,/ru.ru/word/7140/dukhovka/0/?q=%D0%B4%D1%83%D1%85%D0%BE%D0%B2%D0%BA%D0%B0
59,59,/ru.ru/word/10972/dushitsia/0/?q=%D0%B4%D1%83%D1%88%D0%B8%D1%82%D1%8C%D1%81%D1%8F
60,60,/ru.ru/word/1443/diadia/0/?q=%D0%B4%D1%8F%D0%B4%D1%8F
61,61,/ru.ru/word/7972/egipet/0/?q=%D0%95%D0%B3%D0%B8%D0%BF%D0%B5%D1%82
62,62,/ru.ru/word/907/eda/0/?q=%D0%B5%D0%B4%D0%B0
63,63,/ru.ru/word/880/est/0/?q=%D0%B5%D1%81%D1%82%D1%8C
64,64,/ru.ru/word/624/zhestovyi-iazyk/0/?q=%D0%B6%D0%B5%D1%81%D1%82%D0%BE%D0%B2%D1%8B%D0%B9+%D1%8F%D0%B7%D1%8B%D0%BA
65,65,/ru.ru/word/769/zhech/0/?q=%D0%B6%D0%B5%D1%87%D1%8C+
66,66,/ru.ru/word/584/zhioltyi/0/?q=%D0%B6%D1%91%D0%BB%D1%82%D1%8B%D0%B9
67,67,/ru.ru/word/2851/zabota/0/?q=%D0%B7%D0%B0%D0%B1%D0%BE%D1%82%D0%B0
68,68,/ru.ru/word/427/zavtra/0/?q=%D0%B7%D0%B0%D0%B2%D1%82%D1%80%D0%B0
69,69,/ru.ru/word/439/zavtrak/0/?q=%D0%B7%D0%B0%D0%B2%D1%82%D1%80%D0%B0%D0%BA
70,70,/ru.ru/word/2920/zdorove/0/?q=%D0%B7%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D1%8C%D0%B5
71,71,/ru.ru/word/4076/zebra/0/?q=%D0%B7%D0%B5%D0%B1%D1%80%D0%B0
72,72,/ru.ru/word/578/zelionyi/0/?q=%D0%B7%D0%B5%D0%BB%D1%91%D0%BD%D1%8B%D0%B9
73,73,/ru.ru/word/1341/zima/0/?q=%D0%B7%D0%B8%D0%BC%D0%B0
74,74,/ru.ru/word/7303/zubnaia-bol/0/?q=%D0%B7%D1%83%D0%B1%D0%BD%D0%B0%D1%8F+%D0%B1%D0%BE%D0%BB%D1%8C
75,75,/ru.ru/word/21656/zuby/0/?q=%D0%B7%D1%83%D0%B1%D1%8B
76,76,/ru.ru/word/2361/izvestnyi/0/?q=%D0%B8%D0%B7%D0%B2%D0%B5%D1%81%D1%82%D0%BD%D1%8B%D0%B9
77,77,/ru.ru/word/6623/izrail/0/?q=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C
78,78,/ru.ru/word/411/imia/0/?q=%D0%B8%D0%BC%D1%8F
79,79,/ru.ru/word/6553/indiia/0/?q=%D0%98%D0%BD%D0%B4%D0%B8%D1%8F
80,80,/ru.ru/word/18475/indoneziia/0/?q=%D0%98%D0%BD%D0%B4%D0%BE%D0%BD%D0%B5%D0%B7%D0%B8%D1%8F
81,81,/ru.ru/word/476/internet/0/?q=%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%BD%D0%B5%D1%82
82,82,/ru.ru/word/18485/iordaniia/0/?q=%D0%98%D0%BE%D1%80%D0%B4%D0%B0%D0%BD%D0%B8%D1%8F
83,83,/ru.ru/word/14906/irak/0/?q=%D0%98%D1%80%D0%B0%D0%BA
84,84,/ru.ru/word/14905/iran/0/?q=%D0%98%D1%80%D0%B0%D0%BD
85,85,/ru.ru/word/1625/irlandiia/0/?q=%D0%B8%D1%80%D0%BB%D0%B0%D0%BD%D0%B4%D0%B8%D1%8F
86,86,/ru.ru/word/1626/islandiia/0/?q=%D0%B8%D1%81%D0%BB%D0%B0%D0%BD%D0%B4%D0%B8%D1%8F
87,87,/ru.ru/word/1732/ispaniia/0/?q=%D0%B8%D1%81%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F
88,88,/ru.ru/word/3992/ispugannyi/0/?q=%D0%B8%D1%81%D0%BF%D1%83%D0%B3%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9
89,89,/ru.ru/word/1627/italiia/0/?q=%D0%B8%D1%82%D0%B0%D0%BB%D0%B8%D1%8F
90,90,/ru.ru/word/17480/kanun-novogo-goda/0/?q=%D0%BA%D0%B0%D0%BD%D1%83%D0%BD+%D0%9D%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE+%D0%B3%D0%BE%D0%B4%D0%B0
91,91,/ru.ru/word/1396/kartinka/0/?q=%D0%BA%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B0
92,92,/ru.ru/word/1085/kartofel/0/?q=%D0%BA%D0%B0%D1%80%D1%82%D0%BE%D1%84%D0%B5%D0%BB%D1%8C
93,93,/ru.ru/word/6350/kitai/0/?q=%D0%9A%D0%B8%D1%82%D0%B0%D0%B9
94,94,/ru.ru/word/1881/kniga/0/?q=%D0%BA%D0%BD%D0%B8%D0%B3%D0%B0
95,95,/ru.ru/word/479/kogda/0/?q=%D0%BA%D0%BE%D0%B3%D0%B4%D0%B0
96,96,/ru.ru/word/1141/kolbasa/0/?q=%D0%BA%D0%BE%D0%BB%D0%B1%D0%B0%D1%81%D0%B0
97,97,/ru.ru/word/1391/kompiuter/0/?q=%D0%BA%D0%BE%D0%BC%D0%BF%D1%8C%D1%8E%D1%82%D0%B5%D1%80
98,98,/ru.ru/word/765/korichnevyi/0/?q=%D0%BA%D0%BE%D1%80%D0%B8%D1%87%D0%BD%D0%B5%D0%B2%D1%8B%D0%B9
99,99,/ru.ru/word/1358/koshka/0/?q=%D0%BA%D0%BE%D1%88%D0%BA%D0%B0
100,100,/ru.ru/word/457/krasnyi/0/?q=%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D1%8B%D0%B9
101,101,/ru.ru/word/3954/krichat/0/?q=%D0%BA%D1%80%D0%B8%D1%87%D0%B0%D1%82%D1%8C
102,102,/ru.ru/word/6074/krov/0/?q=%D0%BA%D1%80%D0%BE%D0%B2%D1%8C
103,103,/ru.ru/word/7960/kultura-glukhikh/0/?q=%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D0%B0+%D0%B3%D0%BB%D1%83%D1%85%D0%B8%D1%85
104,104,/ru.ru/word/614/lampa/0/?q=%D0%BB%D0%B0%D0%BC%D0%BF%D0%B0
105,105,/ru.ru/word/11361/latviia/0/?q=%D0%9B%D0%B0%D1%82%D0%B2%D0%B8%D1%8F
106,106,/ru.ru/word/13899/leksikon/0/?q=%D0%BB%D0%B5%D0%BA%D1%81%D0%B8%D0%BA%D0%BE%D0%BD
107,107,/ru.ru/word/1339/leto/0/?q=%D0%BB%D0%B5%D1%82%D0%BE
108,108,/ru.ru/word/1733/litva/0/?q=%D0%9B%D0%B8%D1%82%D0%B2%D0%B0
109,109,/ru.ru/word/3938/loshad/0/?q=%D0%BB%D0%BE%D1%88%D0%B0%D0%B4%D1%8C
110,110,/ru.ru/word/10868/liubit/0/?q=%D0%BB%D1%8E%D0%B1%D0%B8%D1%82%D1%8C
111,111,/ru.ru/word/1825/liudi/0/?q=%D0%BB%D1%8E%D0%B4%D0%B8
112,112,/ru.ru/word/1641/liuksemburg/0/?q=%D0%BB%D1%8E%D0%BA%D1%81%D0%B5%D0%BC%D0%B1%D1%83%D1%80%D0%B3
113,113,/ru.ru/word/505/magazin/0/?q=%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD
114,114,/ru.ru/word/417/malchik/0/?q=%D0%BC%D0%B0%D0%BB%D1%8C%D1%87%D0%B8%D0%BA
115,115,/ru.ru/word/1284/mama/0/?q=%D0%BC%D0%B0%D0%BC%D0%B0
116,116,/ru.ru/word/9452/meksika/0/?q=%D0%9C%D0%B5%D0%BA%D1%81%D0%B8%D0%BA%D0%B0
117,117,/ru.ru/word/2192/mikrofon/0/?q=%D0%BC%D0%B8%D0%BA%D1%80%D0%BE%D1%84%D0%BE%D0%BD
118,118,/ru.ru/word/1477/milyi/0/?q=%D0%BC%D0%B8%D0%BB%D1%8B%D0%B9
119,119,/ru.ru/word/1540/mladenets/0/?q=%D0%BC%D0%BB%D0%B0%D0%B4%D0%B5%D0%BD%D0%B5%D1%86
120,120,/ru.ru/word/21069/moldova/0/?q=%D0%9C%D0%BE%D0%BB%D0%B4%D0%BE%D0%B2%D0%B0
121,121,/ru.ru/word/24984/monako/0/?q=%D0%9C%D0%BE%D0%BD%D0%B0%D0%BA%D0%BE
122,122,/ru.ru/word/1789/mocha/0/?q=%D0%BC%D0%BE%D1%87%D0%B0
123,123,/ru.ru/word/8599/multilingvisticheskii/0/?q=%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D0%B8%D0%BB%D0%B8%D0%BD%D0%B3%D0%B2%D0%B8%D1%81%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9
124,124,/ru.ru/word/5714/my/0/?q=%D0%BC%D1%8B
125,125,/ru.ru/word/1363/mysh/0/?q=%D0%BC%D1%8B%D1%88%D1%8C
126,126,/ru.ru/word/1741/na-proshloi-nedele/0/?q=%D0%BD%D0%B0+%D0%BF%D1%80%D0%BE%D1%88%D0%BB%D0%BE%D0%B9+%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D0%B5
127,127,/ru.ru/word/1743/na-sleduiushchei-nedele/0/?q=%D0%BD%D0%B0+%D1%81%D0%BB%D0%B5%D0%B4%D1%83%D1%8E%D1%89%D0%B5%D0%B9+%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D0%B5
128,128,/ru.ru/word/9582/ne/0/?q=%D0%BD%D0%B5
129,129,/ru.ru/word/6857/nenavidet/0/?q=%D0%BD%D0%B5%D0%BD%D0%B0%D0%B2%D0%B8%D0%B4%D0%B5%D1%82%D1%8C
130,130,/ru.ru/word/1775/norvegiia/0/?q=%D0%BD%D0%BE%D1%80%D0%B2%D0%B5%D0%B3%D0%B8%D1%8F
131,131,/ru.ru/word/1510/noski/0/?q=%D0%BD%D0%BE%D1%81%D0%BA%D0%B8
132,132,/ru.ru/word/1665/noch/0/?q=%D0%BD%D0%BE%D1%87%D1%8C
133,133,/ru.ru/word/8697/obuchenie-roditelei-zhestovomu-iazyku/0/?q=%D0%BE%D0%B1%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5+%D1%80%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D0%B5%D0%B9+%D0%B6%D0%B5%D1%81%D1%82%D0%BE%D0%B2%D0%BE%D0%BC%D1%83+%D1%8F%D0%B7%D1%8B%D0%BA%D1%83
134,134,/ru.ru/word/899/ogon/0/?q=%D0%BE%D0%B3%D0%BE%D0%BD%D1%8C
135,135,/ru.ru/word/10432/odeianie/0/?q=%D0%BE%D0%B4%D0%B5%D1%8F%D0%BD%D0%B8%D0%B5
136,136,/ru.ru/word/18588/oranzhevyi/0/?q=%D0%BE%D1%80%D0%B0%D0%BD%D0%B6%D0%B5%D0%B2%D1%8B%D0%B9
137,137,/ru.ru/word/1340/osen/0/?q=%D0%BE%D1%81%D0%B5%D0%BD%D1%8C
138,138,/ru.ru/word/1283/otets/0/?q=%D0%BE%D1%82%D0%B5%D1%86
139,139,/ru.ru/word/392/ochki/0/?q=%D0%BE%D1%87%D0%BA%D0%B8
140,140,/ru.ru/word/23765/palets-nogi/0/?q=%D0%BF%D0%B0%D0%BB%D0%B5%D1%86+%D0%BD%D0%BE%D0%B3%D0%B8
141,141,/ru.ru/word/9219/parta/0/?q=%D0%BF%D0%B0%D1%80%D1%82%D0%B0
142,142,/ru.ru/word/9027/paskha/0/?q=%D0%9F%D0%B0%D1%81%D1%85%D0%B0
143,143,/ru.ru/word/553/perevodchik/0/?q=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA
144,144,/ru.ru/word/1198/pech-plita/0/?q=%D0%BF%D0%B5%D1%87%D1%8C%3B+%D0%BF%D0%BB%D0%B8%D1%82%D0%B0
145,145,/ru.ru/word/8391/pianino/0/?q=%D0%BF%D0%B8%D0%B0%D0%BD%D0%B8%D0%BD%D0%BE
146,146,/ru.ru/word/1815/pismo/0/?q=%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE
147,147,/ru.ru/word/10859/pit/0/?q=%D0%BF%D0%B8%D1%82%D1%8C
148,148,/ru.ru/word/1904/plakat/0/?q=%D0%BF%D0%BB%D0%B0%D0%BA%D0%B0%D1%82%D1%8C
149,149,/ru.ru/word/1675/platit/0/?q=%D0%BF%D0%BB%D0%B0%D1%82%D0%B8%D1%82%D1%8C
150,150,/ru.ru/word/18032/plecho/0/?q=%D0%BF%D0%BB%D0%B5%D1%87%D0%BE
151,151,/ru.ru/word/1475/plokhoi/0/?q=%D0%BF%D0%BB%D0%BE%D1%85%D0%BE%D0%B9
152,152,/ru.ru/word/568/poezd/0/?q=%D0%BF%D0%BE%D0%B5%D0%B7%D0%B4
153,153,/ru.ru/word/2789/polet/0/?q=%D0%BF%D0%BE%D0%BB%D0%B5%D1%82
154,154,/ru.ru/word/1696/polsha/0/?q=%D0%BF%D0%BE%D0%BB%D1%8C%D1%88%D0%B0
155,155,/ru.ru/word/214/pomoshch/0/?q=%D0%BF%D0%BE%D0%BC%D0%BE%D1%89%D1%8C
156,156,/ru.ru/word/431/ponedelnik/0/?q=%D0%BF%D0%BE%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA
157,157,/ru.ru/word/1698/portugaliia/0/?q=%D0%BF%D0%BE%D1%80%D1%82%D1%83%D0%B3%D0%B0%D0%BB%D0%B8%D1%8F
158,158,/ru.ru/word/1764/potselui/0/?q=%D0%BF%D0%BE%D1%86%D0%B5%D0%BB%D1%83%D0%B9
159,159,/ru.ru/word/526/pochemu/0/?q=%D0%BF%D0%BE%D1%87%D0%B5%D0%BC%D1%83
160,160,/ru.ru/word/7819/pochtovyi-iashchik/0/?q=%D0%BF%D0%BE%D1%87%D1%82%D0%BE%D0%B2%D1%8B%D0%B9+%D1%8F%D1%89%D0%B8%D0%BA
161,161,/ru.ru/word/23897/prezident/0/?q=%D0%BF%D1%80%D0%B5%D0%B7%D0%B8%D0%B4%D0%B5%D0%BD%D1%82
162,162,/ru.ru/word/7798/premiia/0/?q=%D0%BF%D1%80%D0%B5%D0%BC%D0%B8%D1%8F
163,163,/ru.ru/word/21680/privetstvovat/0/?q=%D0%BF%D1%80%D0%B8%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%BE%D0%B2%D0%B0%D1%82%D1%8C
164,164,/ru.ru/word/9160/proklinat/0/?q=%D0%BF%D1%80%D0%BE%D0%BA%D0%BB%D0%B8%D0%BD%D0%B0%D1%82%D1%8C
165,165,/ru.ru/word/7788/prosmatrivat/0/?q=%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%B0%D1%82%D1%80%D0%B8%D0%B2%D0%B0%D1%82%D1%8C
166,166,/ru.ru/word/6165/puzyrek/0/?q=%D0%BF%D1%83%D0%B7%D1%8B%D1%80%D0%B5%D0%BA
167,167,/ru.ru/word/634/puteshestvovat/0/?q=%D0%BF%D1%83%D1%82%D0%B5%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%BE%D0%B2%D0%B0%D1%82%D1%8C
168,168,/ru.ru/word/435/piatnitsa/0/?q=%D0%BF%D1%8F%D1%82%D0%BD%D0%B8%D1%86%D0%B0
169,169,/ru.ru/word/10832/rabota/0/?q=%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%B0
170,170,/ru.ru/word/6740/rai/0/?q=%D1%80%D0%B0%D0%B9
171,171,/ru.ru/word/1798/rasprostranim-zhest/0/?q=%D0%A0%D0%B0%D1%81%D0%BF%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D0%BC+%D0%B6%D0%B5%D1%81%D1%82
172,172,/ru.ru/word/1661/rebionok/0/?q=%D1%80%D0%B5%D0%B1%D1%91%D0%BD%D0%BE%D0%BA
173,173,/ru.ru/word/8442/rodnoi-iazyk/0/?q=%D1%80%D0%BE%D0%B4%D0%BD%D0%BE%D0%B9+%D1%8F%D0%B7%D1%8B%D0%BA
174,174,/ru.ru/word/1834/rodstvennye-otnosheniia/0/?q=%D1%80%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5+%D0%BE%D1%82%D0%BD%D0%BE%D1%88%D0%B5%D0%BD%D0%B8%D1%8F
175,175,/ru.ru/word/4030/rozhdestvo/0/?q=%D0%A0%D0%BE%D0%B6%D0%B4%D0%B5%D1%81%D1%82%D0%B2%D0%BE
176,176,/ru.ru/word/1481/rozovyi/0/?q=%D1%80%D0%BE%D0%B7%D0%BE%D0%B2%D1%8B%D0%B9
177,177,/ru.ru/word/1709/rossiia/0/?q=%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D1%8F
178,178,/ru.ru/word/1544/rot/0/?q=%D1%80%D0%BE%D1%82
179,179,/ru.ru/word/1487/rubashka/0/?q=%D1%80%D1%83%D0%B1%D0%B0%D1%88%D0%BA%D0%B0
180,180,/ru.ru/word/6451/ruka/0/?q=%D1%80%D1%83%D0%BA%D0%B0
181,181,/ru.ru/word/6698/ruka/0/?q=%D1%80%D1%83%D0%BA%D0%B0
182,182,/ru.ru/word/4065/rumyniia/0/?q=%D1%80%D1%83%D0%BC%D1%8B%D0%BD%D0%B8%D1%8F
183,183,/ru.ru/word/1306/ruchka/0/?q=%D1%80%D1%83%D1%87%D0%BA%D0%B0
184,184,/ru.ru/word/3251/ruchnoi-bagazh/0/?q=%D1%80%D1%83%D1%87%D0%BD%D0%BE%D0%B9+%D0%B1%D0%B0%D0%B3%D0%B0%D0%B6
185,185,/ru.ru/word/900/ryba/0/?q=%D1%80%D1%8B%D0%B1%D0%B0
186,186,/ru.ru/word/6734/s-narusheniem-slukha/0/?q=%D1%81+%D0%BD%D0%B0%D1%80%D1%83%D1%88%D0%B5%D0%BD%D0%B8%D0%B5%D0%BC+%D1%81%D0%BB%D1%83%D1%85%D0%B0
187,187,/ru.ru/word/18525/san-marino/0/?q=%D0%A1%D0%B0%D0%BD+%D0%9C%D0%B0%D1%80%D0%B8%D0%BD%D0%BE
188,188,/ru.ru/word/2405/svetlyi/0/?q=%D1%81%D0%B2%D0%B5%D1%82%D0%BB%D1%8B%D0%B9
189,189,/ru.ru/word/1290/svoi-paren/0/?q=%D1%81%D0%B2%D0%BE%D0%B9+%D0%BF%D0%B0%D1%80%D0%B5%D0%BD%D1%8C
190,190,/ru.ru/word/1291/svoia-podruga/0/?q=%D1%81%D0%B2%D0%BE%D1%8F+%D0%BF%D0%BE%D0%B4%D1%80%D1%83%D0%B3%D0%B0
191,191,/ru.ru/word/428/segodnia/0/?q=%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F
192,192,/ru.ru/word/1436/sestra/0/?q=%D1%81%D0%B5%D1%81%D1%82%D1%80%D0%B0
193,193,/ru.ru/word/615/sinii/0/?q=%D1%81%D0%B8%D0%BD%D0%B8%D0%B9
194,194,/ru.ru/word/3971/slepoglukhoi/0/?q=%D1%81%D0%BB%D0%B5%D0%BF%D0%BE%D0%B3%D0%BB%D1%83%D1%85%D0%BE%D0%B9
195,195,/ru.ru/word/3943/slepoi/0/?q=%D1%81%D0%BB%D0%B5%D0%BF%D0%BE%D0%B9
196,196,/ru.ru/word/4061/slovakiia/0/?q=%D1%81%D0%BB%D0%BE%D0%B2%D0%B0%D0%BA%D0%B8%D1%8F
197,197,/ru.ru/word/21080/sloveniia/0/?q=%D0%A1%D0%BB%D0%BE%D0%B2%D0%B5%D0%BD%D0%B8%D1%8F
